movie_id,title,tags,poster_url,language
1015981,Jolly LLB 3,"the third part of the jolli llb trilog bring back jagdish tyagi and jagdishwar mishra for the biggest face-off as penuri widow janki devi solanki await justic against busi tycoon haribhai khaitan in a satir on the judiciary, justic and the gulf between the privileg and the peopl on the other side of the spectrum. drama comedi play dramat akshaykumar arshadwarsi saurabhshukla subhashkapoor",https://image.tmdb.org/t/p/w500/bwRoU9p5GvjxgPfmIgsfcJ4ydng.jpg,hi
758923,Baaghi 4,"after wake up from a coma, a griev man set out to uncov the truth about hi miss girlfriend. action romanc thriller tigershroff sanjaydutt harnaazkaursandhu a.harsha",https://image.tmdb.org/t/p/w500/u2YEFW5o2Y7RAw2K4hSA4TEXF3Q.jpg,hi
1146210,Housefull 5,"a father write hi will — hi son ""jolly"" is go to get it all. but who is jolly? the comedi unfold as differ peopl pose as the ""real"" jolli on a cruis celebr the father' birthday — where a murder take place. comedi mysteri thriller sequel cruiseship murdermysteri comedyoferror parti joy akshaykumar abhishekbachchan riteishdeshmukh tarunmansukhani",https://image.tmdb.org/t/p/w500/iGvGkVOfsooO0ZBrhN5i6zXYUCy.jpg,hi
376812,Sultan,"the age wrestler sultan ali khan decid to tri hi luck on the mat again; to do this, he want to repres hi countri at the olymp games, but first ha to overcom person issues. drama action romanc sport wrestl salmankhan anushkasharma randeephooda aliabbaszafar",https://image.tmdb.org/t/p/w500/oarT8LL2XE0aPU9kXqrD249Z4rM.jpg,hi
1531858,The Taj Story,"vishnu da is a local guid who becom driven by a curios to uncov the true histori behind the icon taj mahal monument. drama historicaldrama courtroomdrama tajmahal,india pareshraw zakirhussain namitda tusharamrishgoel",https://image.tmdb.org/t/p/w500/6oMIAvdPWFbwowAq7Zn8unbREAY.jpg,hi
11518,Mohabbatein,"at a prestigi all-mal university, three friend seek love outsid of the school grounds; at the same time, a newly-hir music teacher seek to befriend and loosen up the militantli strict headmaster. drama romanc becominganadult tradit forbiddenlov music elit princip disciplin schoollif teachersandstud amitabhbachchan shahrukhkhan udaychopra adityachopra",https://image.tmdb.org/t/p/w500/dDsYaBazrYKg9bv8qgsEohZQMat.jpg,hi
205022,Chennai Express,"rahul embark on a journey to a small town in tamil nadu to fulfil the last wish of hi grandfather: to have hi ash immers in the holi water of rameshwaram. en route, he meet a woman hail from a uniqu famili down south. as they find love through thi journey in the exuber land of south india, an unanticip drive await them. romanc comedi action templ languagebarri romcom elop rameshwaram domineeringfath funeralceremoni fakecoupl trainrid confectioneri shahrukhkhan deepikapadukon nikitindh rohitshetti",https://image.tmdb.org/t/p/w500/9j7XfhBJKNfidMCa8JsNbqU1waV.jpg,hi
577328,Kabir Singh,"kabir, a geniu yet hostil medic student, fall in love with preeti from hi college. when preeti' father spot the coupl kissing, he oppos their relationship and decid to marri her off. drama romanc self-destruct delhi,india surgeon familyrelationship love remak basedonmovi medicalstud angerissu unconditionallov shahidkapoor kiaraadvani arjanbajwa sandeepreddyvanga",https://image.tmdb.org/t/p/w500/unqiPjtc6CGqs13zho7ZvWU85zu.jpg,hi
596650,Chhichhore,follow a group of friend from univers as they progress into middle-ag life and go their own separ ways. romanc comedi drama friendship colleg hostellif sushantsinghrajput shraddhakapoor tahirrajbhasin niteshtiwari,https://image.tmdb.org/t/p/w500/cGDPQtQ5igtPMt3oJ6BCAor6dFp.jpg,hi
1029827,Drishyam 2,"7 year after the case relat to vijay salgaonkar and hi famili wa closed, a seri of unexpect event bring truth to light that threaten to chang everyth for the salgaonkars. can vijay save hi famili thi time? thriller drama mysteri basedonmovi suspens ajaydevgn akshayekhanna tabu abhishekpathak",https://image.tmdb.org/t/p/w500/wk8Vu0DI0MiNLaXXiVqAwjLRKL5.jpg,hi
